三明市清流县公安局	福建省三明市清流县
市辖区怀柔区公安局	北京市市辖区怀柔区
汕头市金平区公安局	广东省汕头市金平区
汕头市龙湖区公安局	广东省汕头市龙湖区
咸阳市秦都区公安局	陕西省咸阳市秦都区
咸阳市泾阳县公安局	陕西省咸阳市泾阳县
咸阳市三原县公安局	陕西省咸阳市三原县
咸阳市乾县公安局	陕西省咸阳市乾县
咸阳市渭城区公安局	陕西省咸阳市渭城区
咸阳市礼泉县公安局	陕西省咸阳市礼泉县
咸阳市兴平市公安局	陕西省咸阳市兴平市
咸阳市杨陵区公安局	陕西省咸阳市杨陵区
咸阳市淳化县公安局	陕西省咸阳市淳化县
咸阳市武功县公安局	陕西省咸阳市武功县
咸阳市旬邑县公安局	陕西省咸阳市旬邑县
咸阳市永寿县公安局	陕西省咸阳市永寿县
咸阳市长武县公安局	陕西省咸阳市长武县
宝鸡市凤翔县公安局	陕西省宝鸡市凤翔县
宝鸡市眉县公安局	陕西省宝鸡市眉县
宝鸡市岐山县公安局	陕西省宝鸡市岐山县
宝鸡市麟游县公安局	陕西省宝鸡市麟游县
宝鸡市陈仓区公安局	陕西省宝鸡市陈仓区
宝鸡市渭滨区公安局	陕西省宝鸡市渭滨区
宝鸡市千阳县公安局	陕西省宝鸡市千阳县
宝鸡市金台区公安局	陕西省宝鸡市金台区
宝鸡市太白县公安局	陕西省宝鸡市太白县
宝鸡市凤县公安局	陕西省宝鸡市凤县
宝鸡市扶风县公安局	陕西省宝鸡市扶风县
宝鸡市陇县公安局	陕西省宝鸡市陇县
汉中市佛坪县公安局	陕西省汉中市佛坪县
汉中市略阳县公安局	陕西省汉中市略阳县
汉中市镇巴县公安局	陕西省汉中市镇巴县
汉中市洋县公安局	陕西省汉中市洋县
汉中市西乡县公安局	陕西省汉中市西乡县
汉中市城固县公安局	陕西省汉中市城固县
汉中市宁强县公安局	陕西省汉中市宁强县
汉中市南郑区公安局	陕西省汉中市南郑区
汉中市汉台区公安局	陕西省汉中市汉台区
汉中市留坝县公安局	陕西省汉中市留坝县
汉中市勉县公安局	陕西省汉中市勉县
安康市汉滨区公安局	陕西省安康市汉滨区
安康市紫阳县公安局	陕西省安康市紫阳县
安康市岚皋县公安局	陕西省安康市岚皋县
安康市旬阳县公安局	陕西省安康市旬阳县
安康市宁陕县公安局	陕西省安康市宁陕县
安康市汉阴县公安局	陕西省安康市汉阴县
安康市镇坪县公安局	陕西省安康市镇坪县
安康市石泉县公安局	陕西省安康市石泉县
安康市平利县公安局	陕西省安康市平利县
安康市白河县公安局	陕西省安康市白河县
商洛市丹凤县公安局	陕西省商洛市丹凤县
商洛市洛南县公安局	陕西省商洛市洛南县
商洛市镇安县公安局	陕西省商洛市镇安县
商洛市商南县公安局	陕西省商洛市商南县
商洛市柞水县公安局	陕西省商洛市柞水县
商洛市商州区公安局	陕西省商洛市商州区
商洛市山阳县公安局	陕西省商洛市山阳县
西安市高陵区公安局	陕西省西安市高陵区
西安市临潼区公安局	陕西省西安市临潼区
西安市雁塔区公安局	陕西省西安市雁塔区
西安市灞桥区公安局	陕西省西安市灞桥区
西安市新城区公安局	陕西省西安市新城区
西安市碑林区公安局	陕西省西安市碑林区
西安市蓝田县公安局	陕西省西安市蓝田县
西安市未央区公安局	陕西省西安市未央区
西安市鄠邑区公安局	陕西省西安市鄠邑区
西安市长安区公安局	陕西省西安市长安区
西安市阎良区公安局	陕西省西安市阎良区
西安市莲湖区公安局	陕西省西安市莲湖区
西安市周至县公安局	陕西省西安市周至县
延安市子长县公安局	陕西省延安市子长县
延安市志丹县公安局	陕西省延安市志丹县
延安市延长县公安局	陕西省延安市延长县
延安市延川县公安局	陕西省延安市延川县
延安市黄龙县公安局	陕西省延安市黄龙县
延安市宜川县公安局	陕西省延安市宜川县
延安市洛川县公安局	陕西省延安市洛川县
延安市吴起县公安局	陕西省延安市吴起县
延安市甘泉县公安局	陕西省延安市甘泉县
延安市富县公安局	陕西省延安市富县
延安市宝塔区公安局	陕西省延安市宝塔区
延安市安塞区公安局	陕西省延安市安塞区
延安市黄陵县公安局	陕西省延安市黄陵县
渭南市白水县公安局	陕西省渭南市白水县
渭南市华阴市公安局	陕西省渭南市华阴市
渭南市韩城市公安局	陕西省渭南市韩城市
渭南市合阳县公安局	陕西省渭南市合阳县
渭南市蒲城县公安局	陕西省渭南市蒲城县
渭南市华州区公安局	陕西省渭南市华州区
渭南市澄城县公安局	陕西省渭南市澄城县
渭南市潼关县公安局	陕西省渭南市潼关县
渭南市富平县公安局	陕西省渭南市富平县
渭南市临渭区公安局	陕西省渭南市临渭区
渭南市大荔县公安局	陕西省渭南市大荔县
铜川市王益区公安局	陕西省铜川市王益区
铜川市耀州区公安局	陕西省铜川市耀州区
铜川市宜君县公安局	陕西省铜川市宜君县
铜川市印台区公安局	陕西省铜川市印台区
驻马店市上蔡县公安局	河南省驻马店市上蔡县
驻马店市驿城区公安局	河南省驻马店市驿城区
驻马店市确山县公安局	河南省驻马店市确山县
驻马店市西平县公安局	河南省驻马店市西平县
驻马店市新蔡县公安局	河南省驻马店市新蔡县
驻马店市遂平县公安局	河南省驻马店市遂平县
驻马店市河南驻马店经济开发区公安局	河南省驻马店市河南驻马店经济开发区
驻马店市泌阳县公安局	河南省驻马店市泌阳县
驻马店市正阳县公安局	河南省驻马店市正阳县
驻马店市平舆县公安局	河南省驻马店市平舆县
驻马店市汝南县公安局	河南省驻马店市汝南县
洛阳市涧西区公安局	河南省洛阳市涧西区
洛阳市洛阳高新技术产业开发区公安局	河南省洛阳市洛阳高新技术产业开发区
洛阳市嵩县公安局	河南省洛阳市嵩县
洛阳市偃师市公安局	河南省洛阳市偃师市
洛阳市老城区公安局	河南省洛阳市老城区
洛阳市西工区公安局	河南省洛阳市西工区
洛阳市孟津县公安局	河南省洛阳市孟津县
洛阳市洛宁县公安局	河南省洛阳市洛宁县
洛阳市宜阳县公安局	河南省洛阳市宜阳县
洛阳市吉利区公安局	河南省洛阳市吉利区
洛阳市洛龙区公安局	河南省洛阳市洛龙区
洛阳市栾川县公安局	河南省洛阳市栾川县
洛阳市伊川县公安局	河南省洛阳市伊川县
洛阳市汝阳县公安局	河南省洛阳市汝阳县
洛阳市新安县公安局	河南省洛阳市新安县
洛阳市瀍河回族区公安局	河南省洛阳市瀍河回族区
新乡市卫滨区公安局	河南省新乡市卫滨区
新乡市延津县公安局	河南省新乡市延津县
新乡市新乡高新技术产业开发区公安局	河南省新乡市新乡高新技术产业开发区
新乡市封丘县公安局	河南省新乡市封丘县
新乡市辉县市公安局	河南省新乡市辉县市
新乡市牧野区公安局	河南省新乡市牧野区
新乡市原阳县公安局	河南省新乡市原阳县
新乡市新乡经济技术开发区公安局	河南省新乡市新乡经济技术开发区
新乡市红旗区公安局	河南省新乡市红旗区
新乡市凤泉区公安局	河南省新乡市凤泉区
新乡市获嘉县公安局	河南省新乡市获嘉县
新乡市新乡市平原城乡一体化示范区公安局	河南省新乡市新乡市平原城乡一体化示范区
新乡市新乡县公安局	河南省新乡市新乡县
新乡市卫辉市公安局	河南省新乡市卫辉市
新乡市长垣县公安局	河南省新乡市长垣县
漯河市舞阳县公安局	河南省漯河市舞阳县
漯河市郾城区公安局	河南省漯河市郾城区
漯河市召陵区公安局	河南省漯河市召陵区
漯河市漯河经济技术开发区公安局	河南省漯河市漯河经济技术开发区
漯河市临颍县公安局	河南省漯河市临颍县
漯河市源汇区公安局	河南省漯河市源汇区
南阳市社旗县公安局	河南省南阳市社旗县
南阳市邓州市公安局	河南省南阳市邓州市
南阳市卧龙区公安局	河南省南阳市卧龙区
南阳市西峡县公安局	河南省南阳市西峡县
南阳市南召县公安局	河南省南阳市南召县
南阳市宛城区公安局	河南省南阳市宛城区
南阳市唐河县公安局	河南省南阳市唐河县
南阳市南阳高新技术产业开发区公安局	河南省南阳市南阳高新技术产业开发区
南阳市方城县公安局	河南省南阳市方城县
南阳市新野县公安局	河南省南阳市新野县
南阳市桐柏县公安局	河南省南阳市桐柏县
南阳市镇平县公安局	河南省南阳市镇平县
南阳市淅川县公安局	河南省南阳市淅川县
南阳市南阳市城乡一体化示范区公安局	河南省南阳市南阳市城乡一体化示范区
南阳市内乡县公安局	河南省南阳市内乡县
周口市鹿邑县公安局	河南省周口市鹿邑县
周口市沈丘县公安局	河南省周口市沈丘县
周口市太康县公安局	河南省周口市太康县
周口市西华县公安局	河南省周口市西华县
周口市郸城县公安局	河南省周口市郸城县
周口市河南周口经济开发区公安局	河南省周口市河南周口经济开发区
周口市川汇区公安局	河南省周口市川汇区
周口市淮阳县公安局	河南省周口市淮阳县
周口市项城市公安局	河南省周口市项城市
周口市扶沟县公安局	河南省周口市扶沟县
周口市商水县公安局	河南省周口市商水县
安阳市安阳县公安局	河南省安阳市安阳县
安阳市龙安区公安局	河南省安阳市龙安区
安阳市安阳高新技术产业开发区公安局	河南省安阳市安阳高新技术产业开发区
安阳市汤阴县公安局	河南省安阳市汤阴县
安阳市文峰区公安局	河南省安阳市文峰区
安阳市北关区公安局	河南省安阳市北关区
安阳市殷都区公安局	河南省安阳市殷都区
安阳市滑县公安局	河南省安阳市滑县
安阳市内黄县公安局	河南省安阳市内黄县
安阳市林州市公安局	河南省安阳市林州市
开封市祥符区公安局	河南省开封市祥符区
开封市尉氏县公安局	河南省开封市尉氏县
开封市顺河回族区公安局	河南省开封市顺河回族区
开封市龙亭区公安局	河南省开封市龙亭区
开封市通许县公安局	河南省开封市通许县
开封市杞县公安局	河南省开封市杞县
开封市兰考县公安局	河南省开封市兰考县
开封市禹王台区公安局	河南省开封市禹王台区
开封市鼓楼区公安局	河南省开封市鼓楼区
商丘市睢阳区公安局	河南省商丘市睢阳区
商丘市睢县公安局	河南省商丘市睢县
商丘市柘城县公安局	河南省商丘市柘城县
商丘市虞城县公安局	河南省商丘市虞城县
商丘市豫东综合物流产业聚集区公安局	河南省商丘市豫东综合物流产业聚集区
商丘市宁陵县公安局	河南省商丘市宁陵县
商丘市梁园区公安局	河南省商丘市梁园区
商丘市夏邑县公安局	河南省商丘市夏邑县
商丘市民权县公安局	河南省商丘市民权县
商丘市河南商丘经济开发区公安局	河南省商丘市河南商丘经济开发区
商丘市永城市公安局	河南省商丘市永城市
濮阳市清丰县公安局	河南省濮阳市清丰县
濮阳市华龙区公安局	河南省濮阳市华龙区
濮阳市范县公安局	河南省濮阳市范县
濮阳市南乐县公安局	河南省濮阳市南乐县
濮阳市濮阳县公安局	河南省濮阳市濮阳县
濮阳市濮阳经济技术开发区公安局	河南省濮阳市濮阳经济技术开发区
濮阳市台前县公安局	河南省濮阳市台前县
濮阳市河南濮阳工业园区公安局	河南省濮阳市河南濮阳工业园区
郑州市巩义市公安局	河南省郑州市巩义市
郑州市管城回族区公安局	河南省郑州市管城回族区
郑州市新密市公安局	河南省郑州市新密市
郑州市惠济区公安局	河南省郑州市惠济区
郑州市荥阳市公安局	河南省郑州市荥阳市
